amount,transaction_hour,customer_avg_transaction,previous_transaction_count,is_international,is_new_device,location_changed,is_fraud
3266.61,17,1111.01,184,0,0,0,0
3812.67,0,642.13,154,1,0,0,1
137.91,6,625.32,35,0,0,0,0
778.46,20,505.05,104,0,0,0,0
756.39,0,858.1,77,0,1,0,0
268.4,14,1212.21,50,0,0,0,0
503.8,3,1017.46,199,0,1,0,0
361.2,19,320.27,101,0,0,0,0
6325.03,9,330.73,175,0,0,1,1
2795.25,22,1289.72,5,0,0,0,0
3911.03,8,739.48,176,0,1,0,0
2256.73,1,757.02,61,0,1,1,1
354.59,13,746.85,13,0,1,0,0
649.03,15,1902.61,9,0,0,0,0
1788.93,0,508.89,83,0,0,0,0
323.07,1,1299.82,118,0,0,0,0
2237.24,6,765.22,13,0,0,0,0
862.36,9,254.6,177,0,0,0,0
753.84,21,405.49,28,1,0,0,0
2232.68,19,462.1,174,0,0,0,0
1710.03,0,1281.6,154,0,0,0,0
764.36,12,1389.05,107,0,1,1,0
3495.84,0,822.47,64,0,1,1,1
372.02,4,486.06,90,0,0,0,0
2030.29,15,385.06,169,1,0,0,1
1984.46,14,1316.26,120,0,0,0,0
804.69,16,307.74,171,0,0,0,0
1519.49,22,624.95,88,0,0,1,0
313.84,15,2748.15,94,1,0,1,0
2762.87,12,486.93,93,0,0,0,0
911.51,10,310.13,185,0,0,0,0
650.2,16,230.61,124,1,1,0,0
3130.69,16,2814.11,160,0,0,0,0
542.21,1,819.89,147,0,0,0,1
268.15,12,394.87,192,0,0,0,0
231.22,13,593.79,192,1,0,1,0
2010.24,10,446.85,10,1,0,0,1
304.77,9,217.43,56,0,0,1,1
6341.02,2,1067.28,144,0,1,0,1
136.74,16,678.77,23,0,0,1,0
5981.68,14,1015.35,79,0,0,0,0
1354.27,8,667.76,134,0,0,0,0
995.54,9,719.64,59,0,0,1,0
635.93,7,174.01,19,0,0,0,0
1634.57,20,1146.77,196,0,0,0,0
1056.13,12,346.2,104,0,0,0,1
3305.36,17,403.73,73,1,0,1,1
1229.33,4,484.58,147,0,1,0,0
1274.49,5,193.41,47,0,0,0,0
762.34,16,468.94,21,0,0,1,0
1035.93,10,449.75,102,0,0,0,0
1491.89,19,530.22,120,0,0,1,0
198.31,15,239.68,156,0,0,0,0
284.81,8,1160.52,78,0,0,0,0
2305.99,1,844.58,120,0,0,0,0
1300.97,4,396.06,34,0,0,0,0
912.34,0,469.22,71,1,0,0,0
1117.04,3,1099.81,55,0,0,0,0
1552.44,3,569.93,64,0,0,1,0
639.21,21,315.98,7,1,0,1,0
503.56,2,632.6,108,0,0,0,0
1333.88,8,346.3,9,0,0,0,0
412.25,21,434.97,32,0,1,0,0
1649.54,22,645.24,112,0,0,0,0
199.82,11,1252.79,143,0,1,0,0
3069.15,9,2239.47,105,0,0,0,0
1759.17,1,1506.54,80,0,0,0,0
1416.62,10,637.07,19,0,0,0,0
2929.8,9,2577.07,87,0,0,0,0
5799.2,21,929.79,52,0,0,0,0
3024.1,5,369.51,131,0,0,0,0
174.01,17,703.97,50,0,0,0,0
305.03,1,448.47,32,0,0,0,1
587.09,1,314.59,11,0,0,0,0
1125.62,9,328.81,98,0,0,0,0
1840.25,15,608.9,86,1,1,0,1
530.73,11,1045.79,92,0,0,1,0
1321.82,0,1262.59,138,0,0,0,0
515.23,20,315.19,190,0,1,0,0
594.95,7,554.49,72,1,0,0,0
268.63,15,890.65,59,0,0,0,0
435.62,17,728.59,199,1,0,0,0
283.81,12,1009.01,181,1,0,0,0
413.28,14,512.44,122,0,1,0,0
3145.23,20,1427.6,183,0,0,0,0
424.37,11,663.45,191,0,0,0,0
15250.72,7,1048.0,138,0,0,0,0
1796.0,9,529.29,112,0,0,0,0
1319.27,13,688.86,55,0,0,0,0
464.82,4,255.29,42,0,0,0,0
2209.03,17,402.6,143,0,0,0,0
616.69,18,587.29,184,0,0,0,0
1238.94,14,706.3,97,0,0,0,0
14187.05,5,3323.32,24,0,1,0,1
996.19,10,528.93,14,0,0,1,0
3460.86,20,291.2,30,0,0,0,1
542.84,10,1847.32,52,0,0,0,0
1058.93,19,1270.67,95,0,1,0,0
6443.33,19,332.32,118,0,0,1,1
585.83,20,879.33,18,0,0,0,0
6717.35,17,1097.87,104,0,0,1,0
2225.53,17,733.84,191,1,0,0,0
624.86,9,808.75,16,0,0,0,0
2064.01,1,455.16,120,0,0,0,1
2900.26,8,899.89,127,0,0,1,0
2042.26,13,495.31,27,0,0,0,0
228.1,18,136.01,89,0,0,1,0
529.99,9,748.27,76,1,0,0,0
856.18,22,243.33,171,0,1,0,0
1017.97,3,1221.82,126,0,0,0,0
2039.93,5,337.48,141,0,0,0,0
1309.89,13,152.66,99,0,0,0,1
288.49,3,230.08,29,1,1,0,0
1603.91,14,648.79,21,0,0,1,0
2019.46,15,743.9,174,0,1,0,0
1919.44,6,284.98,33,1,0,0,0
3231.76,16,349.52,192,1,0,0,1
2524.81,18,661.93,71,1,0,0,0
1735.72,18,1191.94,89,0,0,1,0
1022.32,16,321.81,61,0,0,0,0
208.31,5,835.06,76,0,1,0,0
1685.16,10,234.34,18,0,0,0,0
1349.77,15,803.95,43,0,0,0,0
1438.82,7,1046.78,148,0,0,0,0
305.9,10,910.98,22,1,1,0,0
372.02,6,1207.9,79,0,0,0,0
3143.69,23,1160.55,106,0,0,0,0
1054.1,21,2014.57,24,0,0,0,0
2167.87,18,709.93,121,0,0,0,0
1128.13,9,2018.15,178,0,0,0,0
1129.76,8,377.49,121,0,0,0,0
2802.55,3,588.04,177,1,1,0,0
654.55,22,620.79,8,0,1,0,0
1207.27,14,355.79,88,0,0,0,0
690.71,12,161.35,152,0,0,1,1
710.17,1,1120.55,143,0,0,0,0
804.99,1,380.71,118,0,0,0,0
1369.41,15,522.96,69,0,0,0,0
679.43,8,1721.16,150,0,0,0,0
3849.72,12,937.53,171,0,1,0,1
448.27,2,1889.61,48,0,0,0,0
909.71,8,715.03,122,1,0,0,0
706.46,12,928.24,104,0,0,1,0
4660.97,20,575.71,22,0,1,1,0
1334.82,21,399.73,179,0,0,1,0
3077.41,1,926.19,163,0,0,0,0
248.25,7,512.07,132,0,1,0,0
1432.32,8,979.18,171,0,0,0,0
2669.46,15,472.35,42,0,0,1,1
1190.68,1,598.71,179,0,0,1,1
3182.68,5,628.18,140,1,1,1,1
653.74,21,1269.25,108,1,0,1,0
4488.83,7,515.63,197,0,1,0,0
10925.97,4,1355.86,17,0,1,0,1
762.93,8,386.48,59,0,0,1,0
702.4,0,782.05,92,0,0,0,0
4690.92,8,440.29,89,0,0,1,1
5321.83,9,1299.13,113,1,0,1,1
650.11,22,407.0,47,1,0,0,0
720.4,3,432.66,136,0,0,0,0
827.34,2,313.0,75,0,0,0,0
285.87,9,707.56,192,0,1,0,0
437.62,14,948.26,16,0,1,0,0
401.76,10,888.8,63,0,0,0,0
508.88,13,610.0,186,0,0,0,0
1059.25,5,447.5,48,1,1,0,0
1386.05,11,562.73,20,0,1,1,0
5169.34,12,575.76,138,0,0,0,0
404.09,16,774.0,18,0,0,1,1
2934.59,15,742.71,119,1,0,0,0
885.37,2,1889.05,116,0,0,0,0
1043.71,1,681.15,127,0,0,0,0
2153.43,10,825.91,62,0,1,0,0
356.84,8,694.28,163,1,1,0,1
1607.46,2,546.73,173,0,0,0,0
1295.24,17,822.58,124,0,0,0,0
1794.45,19,516.77,39,0,0,0,0
1464.35,14,642.31,14,0,0,0,0
12775.7,13,1333.5,85,1,0,0,1
579.55,1,497.1,162,0,1,0,0
644.84,16,839.16,48,0,0,1,0
588.08,21,150.08,187,1,0,1,1
629.25,7,595.14,75,0,0,0,0
579.76,9,495.08,22,1,0,0,0
3601.18,17,714.91,87,0,1,0,0
4539.19,18,577.24,83,0,0,0,0
619.71,7,724.09,90,0,0,0,0
477.06,7,529.96,171,0,1,0,0
1757.09,2,838.66,46,1,0,0,0
631.3,2,237.75,186,1,0,1,1
2065.1,11,711.12,128,0,0,1,0
1343.35,21,379.08,34,0,0,1,0
240.87,16,1340.4,24,0,0,0,0
5153.88,3,375.43,130,0,0,1,1
6606.95,16,1208.5,100,1,0,0,0
594.2,13,660.56,129,0,0,1,0
744.19,18,222.01,46,1,1,0,0
1459.52,8,393.17,93,1,0,0,0
1532.2,20,1106.19,91,0,1,0,0
2118.67,11,1069.14,9,1,0,0,0
8186.2,4,305.02,54,1,0,0,1
918.79,10,1698.86,45,0,0,0,1
493.59,19,655.41,98,0,0,0,0
276.08,2,1131.06,171,0,0,0,1
527.99,20,321.47,61,0,0,1,0
1060.9,14,505.95,189,0,1,1,0
6598.24,13,853.67,169,0,1,0,1
653.53,10,551.2,139,0,0,1,0
1371.68,19,115.3,137,1,0,0,1
1078.77,7,593.2,55,0,0,1,0
3598.94,3,204.63,110,0,0,0,1
13724.43,11,349.88,140,0,1,0,0
644.92,7,286.65,188,1,0,1,1
672.2,5,1312.3,15,1,0,0,0
3115.55,14,1584.17,154,0,0,0,0
2168.72,11,816.43,102,1,0,0,0
6951.46,15,579.38,103,0,0,0,0
1966.34,15,676.55,143,0,0,0,0
765.64,20,1311.74,192,0,0,0,0
1979.61,19,202.34,100,1,0,1,1
3323.27,19,348.95,110,1,0,1,1
2491.11,3,1214.91,147,0,0,0,0
1821.24,10,1376.59,170,0,1,0,0
3186.49,12,947.51,5,0,1,0,0
3530.86,8,355.32,50,0,1,0,0
4368.43,3,1204.39,92,0,1,0,0
2097.94,11,1505.47,175,0,0,0,0
927.86,8,1023.47,26,0,0,0,0
1269.93,12,148.95,7,0,0,0,0
3664.73,15,716.77,146,0,1,0,0
484.47,5,944.96,134,0,0,0,0
1585.53,9,488.15,65,0,0,0,0
740.01,12,743.97,164,1,1,0,0
1128.61,6,488.79,42,0,0,0,0
3938.09,18,396.65,50,0,0,0,1
1327.56,23,1646.41,174,0,0,0,0
1148.76,18,756.76,138,0,0,0,0
281.5,16,342.55,45,0,0,0,0
2312.89,12,291.21,157,1,0,1,0
2091.18,12,396.79,143,0,0,0,0
9540.06,20,398.08,114,0,0,0,0
806.11,1,726.27,45,0,0,0,1
1365.33,9,890.1,61,1,0,0,1
1407.24,21,889.53,178,0,1,0,0
5310.56,12,424.08,127,1,0,0,1
996.95,8,1155.6,90,0,1,0,0
1449.57,0,1389.51,180,0,0,0,0
2014.04,13,569.08,67,0,0,0,0
1321.61,15,358.08,43,0,0,0,0
701.74,19,706.39,142,0,0,0,0
1331.54,14,2430.97,197,0,0,0,0
3208.73,0,352.49,191,0,0,0,0
392.87,16,485.07,168,0,0,0,0
1252.59,23,688.46,31,0,1,1,0
544.51,12,920.57,187,0,0,1,0
3622.96,14,202.08,85,1,1,0,1
239.08,15,1456.12,185,0,0,0,0
627.08,15,1444.29,111,0,0,0,0
1599.12,1,515.49,192,1,0,0,0
5247.59,16,3374.39,193,1,1,0,1
1026.85,10,1389.39,40,0,0,0,0
629.42,7,1345.7,89,0,0,1,0
7195.11,19,1356.32,159,1,0,0,1
257.75,2,1333.06,173,0,0,0,0
121.66,11,656.46,32,0,0,0,0
1702.77,19,618.58,20,0,0,0,0
663.78,15,377.61,39,0,1,0,1
394.95,13,470.4,168,1,1,0,0
2226.88,15,551.95,188,0,0,0,0
1399.4,20,691.79,103,0,0,0,0
623.86,16,1735.37,151,0,0,0,0
304.81,10,188.39,189,0,0,0,0
2624.01,16,1490.64,126,0,0,0,0
2101.07,18,362.45,165,0,0,0,1
993.09,21,624.71,27,0,0,0,0
6950.97,0,430.68,123,0,0,0,1
376.12,11,2023.46,67,0,1,1,1
238.53,14,492.76,74,0,0,0,0
549.0,17,909.48,154,0,0,0,0
1047.76,22,938.2,199,0,0,0,0
1398.76,13,331.62,84,0,0,0,0
861.58,0,627.62,63,1,0,0,0
1559.4,12,1370.04,157,0,0,0,0
313.71,14,393.89,21,1,0,0,0
4646.01,6,1093.76,43,0,0,0,0
1010.14,14,545.31,81,0,0,0,0
3351.94,19,1337.01,96,0,0,0,1
1544.92,9,1897.89,171,0,0,0,0
1731.52,13,199.4,28,0,0,1,1
1938.69,5,298.01,170,0,0,1,1
1715.93,13,511.27,92,0,0,0,0
2085.41,23,1602.39,189,0,0,0,0
4142.91,21,915.51,48,1,0,0,1
1334.78,11,315.18,40,0,1,0,1
2228.32,10,999.6,103,0,1,0,0
1002.51,19,384.43,74,0,0,0,0
4629.1,21,1121.38,126,1,0,0,1
557.58,23,919.09,128,0,0,0,0
6640.49,18,383.42,84,1,0,0,0
1053.47,1,639.33,49,0,0,0,0
262.23,21,1386.88,158,0,0,0,0
1246.51,19,213.74,143,0,0,0,0
554.99,0,796.85,184,0,0,0,0
2541.84,7,342.36,157,0,1,1,1
570.99,13,658.71,35,0,0,1,0
701.92,8,875.38,89,0,0,0,0
165.75,1,2225.87,49,0,0,1,0
697.63,22,654.73,119,0,0,0,0
97.14,4,1602.49,71,0,0,0,0
225.0,22,401.7,80,1,0,0,1
2345.88,7,494.22,44,0,0,0,0
2406.19,15,945.99,178,0,1,0,0
1678.17,21,750.74,186,0,0,0,0
416.97,15,546.18,45,1,0,0,0
1045.54,12,537.37,124,0,0,0,0
1092.69,19,1480.27,85,0,0,1,0
344.34,14,559.44,42,1,1,0,0
4931.5,0,360.5,104,0,0,1,1
2636.91,21,398.25,168,0,0,0,0
879.22,2,994.2,176,0,0,1,0
1126.52,5,2575.79,61,0,0,1,0
1350.71,21,485.71,70,0,0,0,0
142.35,13,2414.33,34,1,0,0,0
856.47,3,660.83,14,0,0,0,0
554.47,17,562.34,65,1,0,1,0
402.78,14,385.23,195,0,0,0,0
827.91,8,590.63,40,0,0,0,0
6618.91,17,422.55,58,0,0,0,0
2081.5,2,402.69,101,0,1,1,1
619.44,9,246.85,197,0,1,0,0
1944.16,16,1919.21,8,0,1,0,0
4444.2,6,1259.7,187,0,0,0,0
2764.55,14,782.86,58,0,0,0,0
1164.01,0,610.08,115,0,1,0,1
574.25,10,662.92,95,0,1,0,0
2204.43,16,417.32,93,1,0,0,1
1625.36,4,336.87,68,0,0,0,1
2684.35,6,1022.95,123,0,0,0,0
2069.73,18,568.31,96,0,1,0,0
3132.39,23,808.71,154,0,0,0,0
642.11,14,245.31,157,0,0,0,0
4094.48,2,550.45,85,0,1,0,1
1336.22,14,332.95,63,0,0,0,0
8736.46,4,889.3,189,0,0,0,1
550.49,22,1208.54,186,0,0,0,0
6222.73,11,1596.9,48,0,0,0,0
1336.64,19,456.05,184,0,0,0,0
571.68,4,338.07,80,0,0,0,0
675.95,2,517.41,148,1,0,0,0
796.04,8,437.21,105,0,0,0,0
1676.0,8,861.56,129,0,0,0,0
1849.8,6,286.67,20,0,1,0,0
617.88,1,232.15,59,0,1,0,0
1070.25,22,540.3,193,0,0,0,0
9341.95,22,1028.55,99,0,1,1,0
6170.55,20,359.07,83,1,0,0,1
1696.5,15,1107.07,81,0,0,0,0
1139.11,8,828.16,44,0,0,0,0
1236.49,12,1682.57,25,0,0,0,0
2025.39,18,411.02,70,0,0,0,0
394.34,19,253.69,140,0,0,1,0
847.78,16,952.53,14,1,1,0,1
206.73,5,786.76,189,0,0,0,0
1634.71,3,751.07,136,1,0,0,0
2094.76,0,354.71,47,0,0,1,1
676.42,17,1059.01,109,0,0,0,0
5292.19,18,454.84,67,1,0,0,1
321.9,8,750.87,175,0,0,0,0
253.57,12,504.85,199,1,0,0,0
1372.59,7,822.73,86,0,0,0,0
3124.71,22,324.71,55,0,1,1,1
5907.2,12,897.67,60,0,0,0,0
693.06,14,986.89,175,0,0,0,0
3224.98,10,713.08,156,0,0,0,0
1055.21,11,1783.51,38,0,0,0,0
922.76,13,753.17,63,1,0,0,0
2653.57,3,1154.3,134,0,0,0,0
2105.53,0,703.07,134,0,1,1,1
226.7,23,1094.05,142,0,0,0,0
4800.81,3,265.08,155,0,1,1,1
4359.41,18,678.42,147,0,0,0,0
586.66,8,338.27,122,0,0,0,0
1629.13,9,723.61,132,0,0,0,0
1797.28,3,837.58,21,0,0,0,0
1423.22,19,1079.76,86,0,0,0,0
632.51,8,892.43,18,0,0,0,0
560.25,12,543.42,85,0,0,1,0
1068.96,11,423.2,127,0,0,0,0
3543.0,10,163.12,20,0,0,0,1
1888.62,11,693.2,36,0,1,1,0
757.02,17,1316.48,27,1,0,1,0
2372.5,11,709.84,106,0,0,0,0
63.53,15,632.16,166,0,0,0,0
3459.11,4,724.76,102,0,1,0,1
192.54,19,527.09,148,0,1,0,0
763.23,11,747.68,166,0,0,0,0
357.93,20,521.66,108,0,1,0,1
300.46,10,387.87,130,0,0,1,0
3501.08,8,635.76,165,0,0,0,0
686.98,17,627.5,72,0,0,0,0
1550.77,2,2048.99,175,1,0,0,1
1046.37,19,410.18,68,1,0,0,0
1767.0,16,604.46,75,0,0,0,0
1184.2,13,570.21,22,0,0,0,0
303.99,0,508.46,117,0,0,0,0
2969.85,16,904.94,129,0,0,0,0
669.31,7,2547.27,131,0,0,0,0
231.23,4,548.67,65,0,0,0,0
714.72,4,906.45,79,0,0,0,0
4918.5,8,211.15,111,1,0,0,0
2566.3,2,525.25,152,0,1,0,1
773.83,18,1691.12,143,0,0,0,0
773.36,22,643.56,178,0,0,0,0
795.02,8,899.11,196,0,0,0,0
8749.47,21,457.76,85,0,0,0,0
1606.7,17,776.3,110,1,0,1,0
1685.88,15,1771.65,32,0,0,0,0
3072.61,0,331.61,180,0,0,0,0
1392.41,1,2469.88,167,0,0,0,0
846.37,13,263.07,12,0,0,0,0
901.13,13,497.05,95,0,0,0,0
1020.86,0,402.8,154,1,0,0,0
1056.56,15,564.83,125,0,0,0,0
2270.21,14,399.68,156,0,0,0,1
1155.1,14,381.9,70,0,0,0,0
2281.62,11,326.34,99,1,0,1,1
1011.59,15,978.9,68,0,0,0,0
1186.35,13,576.64,69,0,1,0,0
148.68,23,492.89,129,0,0,0,0
2741.68,14,787.89,18,0,0,0,0
1550.74,22,271.3,29,0,1,0,0
2975.03,14,799.37,104,0,0,0,0
60.57,18,628.75,109,0,0,0,0
8851.79,7,640.45,135,0,1,0,1
953.76,1,908.23,137,0,0,1,0
3321.54,1,1783.11,69,0,0,0,0
387.65,9,807.37,186,0,1,0,0
2023.88,2,589.97,23,0,0,0,1
382.44,22,327.15,110,0,0,0,0
587.71,16,158.46,58,0,0,0,0
7435.58,7,718.19,142,1,0,1,1
906.25,22,312.38,148,0,0,0,0
1362.99,3,144.87,108,0,1,0,1
2617.74,13,538.87,178,0,0,0,0
1800.25,20,767.92,161,0,0,0,0
1274.64,9,1039.59,19,0,0,0,0
1579.65,0,1257.34,52,0,0,1,0
12129.74,3,1124.88,143,0,0,1,0
1035.23,0,1143.15,38,0,1,1,0
1340.9,16,275.66,168,0,0,0,0
3135.85,16,608.04,162,0,0,0,0
3312.72,6,941.9,103,0,0,1,0
3594.03,22,683.91,23,0,0,1,0
2077.1,19,606.02,74,0,0,1,0
349.67,14,676.45,119,1,0,1,0
5616.32,12,770.72,165,0,1,0,1
348.51,1,635.15,100,0,0,0,0
1484.21,18,400.31,79,0,0,0,0
515.8,23,239.44,154,0,1,0,0
1028.51,12,588.5,40,0,0,0,0
1523.5,23,688.48,155,0,0,1,0
1512.26,10,683.99,67,0,1,0,0
1672.24,21,1178.21,158,1,0,0,0
5506.65,14,1310.76,192,0,0,0,0
1725.95,9,624.9,97,0,0,0,0
859.06,8,627.59,9,0,0,0,0
2875.8,8,938.12,186,0,0,0,0
3602.81,19,859.14,170,0,0,0,0
321.31,0,510.03,194,0,0,0,0
1993.01,16,987.73,29,0,0,0,0
2210.94,11,609.22,102,0,0,0,0
814.39,9,617.04,16,0,0,0,0
4340.34,4,862.79,154,0,1,0,1
943.83,17,555.18,141,0,0,1,0
1243.36,14,704.02,88,0,0,0,0
922.35,5,795.15,33,0,0,0,0
1113.85,6,1086.05,176,0,0,0,0
366.4,16,1041.99,113,0,1,1,0
259.81,5,780.73,31,0,1,0,0
5401.89,7,139.04,59,0,0,0,1
470.14,11,769.71,137,0,1,0,0
406.92,20,844.49,56,1,0,0,0
127.31,13,953.9,17,0,0,0,0
578.85,11,374.8,46,0,0,0,0
292.05,22,186.19,147,0,0,1,0
5664.73,9,1078.91,83,0,0,0,0
3010.37,21,319.03,22,0,0,1,0
551.06,19,1384.79,54,1,0,0,0
10429.94,14,470.04,6,0,1,0,1
2927.09,6,359.13,91,1,1,0,0
792.48,8,820.38,111,0,0,0,0
90.07,9,962.67,145,0,0,1,0
10839.4,9,928.85,51,0,0,1,0
273.26,15,898.72,93,0,0,0,0
211.58,6,434.99,182,0,1,1,1
3049.0,4,266.1,16,0,1,0,1
12578.6,22,526.47,17,0,1,1,1
4377.67,2,334.48,141,0,0,0,0
1927.37,17,862.24,63,0,1,0,0
1987.74,10,1123.89,177,0,0,0,0
2574.51,14,737.76,47,0,0,0,0
2342.39,20,664.76,78,0,0,1,0
1452.72,19,552.11,27,0,1,0,0
1217.07,4,1197.76,83,0,1,1,0
1030.1,23,221.79,177,0,0,0,0
515.96,11,322.57,27,0,0,1,1
828.26,3,1990.3,105,0,1,0,0
201.75,14,313.26,166,1,0,0,0
993.92,8,914.72,148,0,0,0,0
408.06,6,1034.91,195,0,0,0,0
363.73,9,209.4,113,0,0,0,0
1312.77,22,234.96,183,0,1,0,0
4411.64,12,1420.59,115,0,0,0,0
2747.14,7,371.01,164,1,0,0,1
228.04,11,377.14,170,1,0,0,0
407.63,21,486.62,188,0,0,0,0
2809.53,23,371.56,21,0,0,1,1
410.56,18,912.11,90,0,1,0,0
876.0,0,327.27,43,1,0,0,1
1900.84,15,204.5,45,0,1,0,1
416.4,21,1331.17,52,0,1,1,1
1218.5,16,337.06,160,0,0,0,0
288.87,17,423.6,81,1,0,0,0
601.02,10,1094.35,182,1,0,0,0
1509.87,17,693.77,5,0,0,0,0
222.96,6,1296.48,121,0,0,0,0
1703.56,17,1104.43,182,0,0,0,0
1075.31,7,506.71,23,0,0,0,0
1905.48,5,1228.01,63,0,0,0,0
1371.85,6,735.58,111,0,0,0,0
4290.42,22,464.5,199,0,0,0,0
1242.93,21,791.75,173,1,0,0,1
713.79,9,303.18,142,0,0,0,0
1239.29,10,1096.97,32,0,0,0,0
1888.05,12,1014.82,38,0,0,0,1
1151.55,8,714.95,43,0,1,0,0
1142.06,6,210.41,130,0,0,0,1
543.49,8,1329.61,87,0,0,0,0
565.15,12,864.59,110,0,0,0,0
269.72,2,656.04,188,0,0,1,0
6308.02,2,596.81,184,0,0,0,1
316.12,0,482.01,114,0,0,0,0
548.45,20,540.94,125,0,0,0,0
534.64,19,1055.25,111,0,0,1,0
2683.63,1,487.83,135,0,0,0,1
816.52,2,564.21,27,0,0,0,0
3818.99,14,616.12,149,0,0,0,0
559.2,23,626.33,75,0,1,0,0
1449.53,5,459.12,158,1,0,0,0
475.64,12,600.57,111,1,0,0,0
9368.88,20,817.29,150,1,0,1,0
334.42,0,386.49,50,0,0,1,0
1494.91,19,602.24,74,0,0,1,0
2066.84,18,2118.77,35,0,0,0,0
1658.72,0,640.41,97,0,0,0,0
911.15,20,380.6,141,0,0,0,0
963.12,21,354.8,122,0,0,1,0
1145.75,1,311.34,167,0,0,0,0
946.71,14,1765.64,85,1,0,1,0
2875.2,13,1217.81,64,0,0,1,0
10001.83,18,306.81,80,1,0,0,0
627.98,10,756.14,67,0,0,0,0
278.72,14,1387.0,104,0,0,0,0
1003.97,5,649.19,184,1,0,0,0
14468.21,19,495.23,52,0,0,0,0
490.94,8,2551.76,193,0,0,0,0
5648.34,4,212.04,156,0,0,0,0
5870.53,19,3227.78,78,1,0,0,0
630.44,1,689.52,62,0,0,0,0
1937.17,5,1442.68,196,0,0,1,0
5588.11,17,323.64,34,0,1,0,0
750.6,22,430.37,161,0,0,0,0
894.64,18,347.94,14,0,0,0,0
612.97,8,626.02,43,1,0,0,0
397.52,20,800.02,59,0,0,0,0
572.91,23,1261.53,32,1,1,0,0
322.49,5,238.2,150,0,0,0,0
1134.65,13,730.79,173,0,0,0,0
507.77,23,1137.91,122,1,0,0,0
1385.46,12,1273.23,118,0,0,0,0
231.39,10,510.65,79,0,0,0,0
1526.73,11,514.48,69,1,0,0,0
2523.82,18,629.41,85,0,0,1,1
149.35,18,743.7,104,0,0,0,0
1594.09,20,1453.25,104,0,0,0,0
3743.1,18,321.8,50,0,0,0,0
327.13,23,414.99,64,1,0,0,0
5840.5,12,299.21,141,0,1,0,0
1667.4,13,859.76,177,0,0,1,0
541.85,23,1287.97,192,0,0,0,0
1037.15,17,283.56,160,0,0,0,0
1916.64,11,701.5,101,0,0,1,0
1183.23,3,1233.24,7,0,1,0,1
1879.49,9,1065.0,183,0,0,0,0
436.73,16,1057.49,140,0,0,0,0
1299.01,3,325.73,118,0,0,0,0
266.74,11,1055.38,191,0,0,0,0
981.2,12,594.93,120,0,0,0,0
444.12,3,1264.08,193,0,0,1,0
525.56,9,870.88,62,1,0,0,1
3774.76,2,407.77,74,0,0,0,1
3265.96,14,786.26,97,0,0,0,0
2016.54,1,1086.93,144,0,0,0,0
367.85,16,490.87,141,0,0,0,0
799.18,5,718.58,109,0,0,0,0
3688.95,7,298.28,53,0,0,1,0
1263.6,2,924.65,87,0,1,0,0
11151.5,17,643.06,21,0,0,0,0
1625.09,21,1151.08,58,0,1,0,0
1328.82,0,909.16,116,0,0,1,0
805.03,15,520.97,176,0,0,0,0
1253.31,6,400.29,164,0,0,0,0
941.55,2,348.68,167,1,0,0,0
2226.33,22,490.56,53,0,0,0,1
2854.64,3,1132.59,186,0,0,0,0
499.7,8,231.88,148,0,0,0,0
289.68,4,357.3,89,0,0,0,0
174.83,18,1113.65,16,0,0,0,0
1822.55,14,1476.41,130,1,0,0,0
363.81,7,368.74,102,0,0,0,0
127.37,5,354.93,140,0,1,0,0
1617.41,17,1547.35,153,0,0,1,0
13266.53,18,617.6,52,0,1,0,0
1090.0,23,388.88,140,0,0,0,0
2536.37,14,1244.85,32,1,1,0,0
1190.14,6,899.72,84,0,1,0,0
993.38,9,1034.83,14,0,0,0,0
2749.23,5,401.23,56,0,0,1,1
820.35,13,832.88,147,0,1,0,0
1432.81,16,1404.97,136,0,1,0,1
1512.77,8,976.99,94,0,0,0,0
562.23,18,1155.08,66,0,0,0,0
2957.33,4,1543.62,111,0,1,0,1
920.61,22,859.72,136,0,0,1,0
515.05,6,473.87,45,0,0,0,0
1875.27,18,1125.82,103,0,1,1,0
446.54,19,342.6,59,0,1,0,0
1127.98,6,582.08,32,0,1,0,0
1086.68,23,946.57,105,0,0,0,0
3248.33,1,96.5,51,1,0,0,1
1762.87,22,773.93,141,0,1,0,0
1069.53,15,796.14,134,0,0,0,0
2484.35,12,336.45,199,0,0,0,1
4403.73,7,808.77,121,0,0,0,1
1915.65,5,745.44,112,0,0,0,0
1108.05,5,678.84,180,0,0,1,0
295.35,8,1357.85,73,0,0,0,0
378.0,3,1127.04,32,0,0,0,0
808.17,10,976.51,83,0,0,0,0
596.15,4,359.77,18,0,0,0,1
909.62,16,658.26,50,0,0,1,0
1160.55,19,1353.79,145,0,0,0,0
1862.53,6,584.76,20,0,0,0,0
1021.98,14,1690.12,172,0,0,1,0
1783.8,14,993.78,162,0,0,0,0
1169.67,13,1855.18,85,0,0,1,0
152.1,12,350.58,197,1,0,0,0
428.66,10,606.2,62,0,0,0,0
949.48,12,641.57,52,0,0,1,1
327.11,21,956.9,53,1,0,0,0
1998.05,23,427.02,93,0,0,0,0
5068.25,8,253.52,134,0,1,0,1
3709.91,9,834.57,18,1,1,0,1
885.86,3,533.85,107,0,0,0,0
4869.4,16,501.49,125,0,0,1,1
1272.41,13,438.92,149,0,1,1,0
782.83,23,716.47,127,0,0,0,0
593.83,17,348.59,163,0,0,1,0
810.4,10,591.99,142,0,0,0,0
